Word,ID,Meanings-notS,Smeaning,Num_Synonyms,Representativeness,Antonym_Count,Hyponym_Count,Hypernym_Count,Word_Frequency,Zipf_Frequency,Num_Letters,Num_Syllables,Inv_Num_Letters,Inv_Num_Syllables,Syllables_per_Letter,Flesch_Reading_Ease,Sentiment_Positive,Sentiment_Negative,Polarity,Blob_Positive,Blob_Negative,Blob_Polarity,SWN_Positive_Avg,SWN_Negative_Avg,SWN_Polarity_Avg,SWN_Positive_Max,SWN_Negative_Max,SWN_Polarity_Max,SWN_Positive_Avg4,SWN_Negative_Avg5,SWN_Polarity_Avg6,SWN_Positive_Max7,SWN_Negative_Max8,SWN_Polarity_Max9,GPT_Positive_Score,GPT_Negative_Score,DepSeek_Positive_Score,DeepSeek_Negative_Score,Sum
ahead,79,8,0.146196222,0.224613469,-0.072391716,1.345465578,-0.543025588,-0.841634955,0.041085596,0.68431765,-0.651883821,-0.111480839,0.379020388,-0.342513153,0.855227543,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.771396944,-0.649268867,0.991355678,0.22538499,-0.692423059,0.77325771,0.152325805,-1.380699315,-0.400310907,0.349663141,8.03471659
demonstrate,696,4,-0.42593184,0.224613469,1.308811661,0.387917751,-0.339626083,0.125013722,-0.456601096,-1.022020087,1.954150119,0.874800709,-1.27210656,-0.921574955,-0.507904486,-0.874800709,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,2.317076619,-0.649268867,2.107774922,1.266794157,-0.692423059,1.65248045,0.715853365,-0.930586759,-0.400310907,0.349663141,8.033479997
conduct,528,8,0.146196222,1.166635453,0.99007242,-0.569630076,0.15192272,0.332152724,-0.35671734,-0.347911352,0.216794159,-0.111480839,-0.485855631,-0.342513153,-0.368809381,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.384977025,-0.649268867,0.712250866,0.22538499,-0.692423059,0.77325771,1.490703761,-1.380699315,-0.400310907,0.349663141,8.01542937
source,2417,11,0.575292269,0.13041127,-0.526353665,0.387917751,0.118022803,0.332152724,0.26625707,0.979240222,-0.217544831,-1.097762386,-0.125490619,1.394672249,-1.643847846,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,-0.649268867,-0.125063567,-0.816024177,-0.692423059,-0.105965031,0.187546277,0.098241938,-0.400310907,0.349663141,7.983303625
birth,273,6,-0.139867809,0.13041127,0.246347525,0.387917751,0.219722555,0.953569731,-0.20775775,0.178736098,-0.651883821,-1.097762386,0.379020388,1.394672249,-1.286837079,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,-0.649268867,-0.125063567,-0.816024177,-0.692423059,-0.105965031,1.279380926,0.612656287,2.330111599,0.349663141,7.968456918
principal,1981,7,0.003164206,0.224613469,0.124923052,-0.569630076,-0.237926331,0.125013722,-0.35671734,-0.347911352,1.085472139,0.874800709,-0.966342313,-0.921574955,0.141205999,-0.874800709,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.544236781,-0.649268867,1.5495653,0.746089574,-0.692423059,1.21286908,-1.045170262,1.223523327,-0.400310907,0.349663141,7.955653601
absolutely,8,2,-0.711995872,-0.623206317,0.246347525,-0.569630076,-0.543025588,-0.841634955,0.003557018,0.621119956,1.519811129,1.861082257,-1.134512649,-1.211105854,0.855227543,-1.861082257,-0.33569675,-0.274708362,-0.063953456,1.460921444,-0.183761516,1.26872247,0,0,0,0,0,0,2.317076619,-0.649268867,2.107774922,1.266794157,-0.692423059,1.65248045,0.856735256,-1.059190347,-0.400310907,0.349663141,7.943802927
welfare,2824,3,-0.568963856,-0.152195325,1.096318834,0.387917751,-0.339626083,-0.358310616,-0.39251383,-0.537504433,0.216794159,-0.111480839,-0.485855631,-0.342513153,-0.368809381,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.9306567,-0.649268867,1.828670111,2.308203324,-0.692423059,2.531703191,-1.115611207,1.28782512,-0.400310907,0.349663141,7.918563318
copy,588,8,0.146196222,-0.340599722,-0.709870198,-0.569630076,0.270572432,0.194060056,-0.20775775,0.178736098,-1.086222811,-0.111480839,1.135786907,-0.342513153,1.926259854,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.001442894,-0.023224503,0.014488839,0.746089574,0.351867955,0.333646339,0.081884859,-0.801983172,-0.400310907,0.349663141,7.915254348
mouth,1649,11,0.575292269,0.413017865,-0.294543308,-0.569630076,1.185870204,1.091662399,-0.15752719,0.305131486,-0.651883821,-1.097762386,0.379020388,1.394672249,-1.286837079,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,-0.649268867,-0.125063567,-0.816024177,-0.692423059,-0.105965031,0.78629431,-1.284246624,-0.400310907,0.349663141,7.913079084
introduce,1372,10,0.432260253,0.695624461,0.076353263,-0.569630076,0.338372267,0.815477063,-0.412721527,-0.663899821,1.085472139,0.874800709,-0.966342313,-0.921574955,0.141205999,-0.874800709,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,-0.649268867,-0.125063567,-0.816024177,-0.692423059,-0.105965031,1.596365179,1.094919739,-0.400310907,0.349663141,7.911699698
decision,671,5,-0.282899825,-0.623206317,-0.773618046,1.345465578,-0.339626083,0.332152724,0.162331774,0.852844834,0.651133149,0.874800709,-0.756129389,-0.921574955,0.587469465,-0.874800709,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.771396944,-0.649268867,0.991355678,0.22538499,-0.692423059,0.77325771,0.36364864,1.834390366,-0.400310907,0.349663141,7.900090849
democratic,695,3,-0.568963856,-0.811610714,-0.886947554,0.387917751,-0.543025588,-0.841634955,-0.237780613,0.094472506,1.519811129,1.861082257,-1.134512649,-1.211105854,0.855227543,-1.861082257,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.544236781,0.185456952,0.991355678,1.787498741,0.351867955,1.21286908,-0.446422229,1.062768843,1.784027098,0.349663141,7.829886523
toy,2668,8,0.146196222,-0.152195325,-0.497377371,-0.569630076,0.6943214,0.194060056,-0.43235186,-0.811361107,-1.520561802,-1.097762386,2.397064432,1.394672249,0.141205999,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.259056175,-0.09278499,-0.125063567,0.22538499,-0.170277552,0.333646339,0.469310057,-0.158965236,-0.400310907,0.349663141,7.825146177
youth,2892,6,-0.139867809,-0.246397523,-0.320300015,0.387917751,-0.407425918,-0.013078946,-0.223346544,0.136604302,-0.651883821,-1.097762386,0.379020388,1.394672249,-1.286837079,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.771396944,-0.649268867,0.991355678,0.22538499,-0.692423059,0.77325771,0.257987222,0.033940145,1.784027098,0.349663141,7.810019324
extension,965,12,0.718324284,0.507220064,-0.320300015,0.387917751,-0.441325836,1.229755067,-0.381543938,-0.474306739,1.085472139,0.874800709,-0.966342313,-0.921574955,0.141205999,-0.874800709,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,-0.649268867,-0.125063567,-0.816024177,-0.692423059,-0.105965031,1.420262816,-1.091341243,-0.400310907,0.349663141,7.777177078
physical,1876,7,0.003164206,-0.717408515,-1.089321675,0.387917751,-0.543025588,-0.841634955,-0.044941454,0.536856364,0.651133149,0.874800709,-0.756129389,-0.921574955,0.587469465,-0.874800709,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.771396944,1.437545682,-0.404168378,1.266794157,1.396158969,-0.105965031,1.455483289,-1.059190347,-0.400310907,0.349663141,7.772501197
collapse,473,11,0.575292269,0.789826659,0.014537168,-0.569630076,-0.102326661,0.470245392,-0.460642635,-1.064151883,0.651133149,-0.111480839,-0.756129389,-0.342513153,-0.751320923,0.111480839,-0.33569675,3.640224104,-2.981589484,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.256170388,1.15930374,-0.590238254,1.266794157,1.396158969,-0.105965031,-1.538256878,0.837712565,-0.400310907,-3.202058195,7.771388118
buck,330,9,0.289228237,0.789826659,0.340788781,-0.569630076,-0.492175712,1.505940403,-0.48893341,-1.422272149,-1.086222811,-1.097762386,1.135786907,1.394672249,-0.751320923,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.387862812,1.020182772,-0.962378001,-0.295319593,1.396158969,-1.424799142,0.715853365,-0.41617241,-0.400310907,0.349663141,7.767228779
brain,308,7,0.003164206,0.413017865,0.367771998,-0.569630076,-0.390475959,-0.08212528,-0.044941454,0.536856364,-0.651883821,-1.097762386,0.379020388,1.394672249,-1.286837079,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.578186985,-0.440587413,0.712250866,1.266794157,-0.170277552,1.21286908,-0.587304119,-0.641228688,-0.400310907,0.349663141,7.761254225
gap,1118,7,0.003164206,-0.152195325,-0.360774839,-0.569630076,0.101072844,0.125013722,-0.377502399,-0.453240841,-1.520561802,-1.097762386,2.397064432,1.394672249,0.141205999,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.001442894,-0.09278499,0.061006309,0.22538499,-0.170277552,0.333646339,1.244160454,1.127070636,-0.400310907,-1.172503146,7.694826684
area,148,6,-0.139867809,-0.057993127,-0.036976245,-0.569630076,1.948618347,-0.151171614,1.114980315,1.632283059,-1.086222811,0.874800709,1.135786907,-0.921574955,4.603840632,-0.874800709,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,-0.649268867,-0.125063567,-0.816024177,-0.692423059,-0.105965031,-1.362154515,-0.158965236,-0.400310907,0.349663141,7.692898962
tube,2704,9,0.289228237,0.224613469,-0.225858758,-0.569630076,0.42312206,0.953569731,-0.41560834,-0.684965719,-1.086222811,-1.097762386,1.135786907,1.394672249,-0.751320923,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.001442894,-0.649268867,0.433146055,-0.295319593,-0.692423059,0.333646339,1.455483289,-1.059190347,-0.400310907,0.349663141,7.687894424
heel,1219,11,0.575292269,-0.246397523,-0.835434142,-0.569630076,-0.373526001,1.160708733,-0.507870908,-1.780392415,-1.086222811,-1.097762386,1.135786907,1.394672249,-0.751320923,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,6.02853769,-4.590740546,-0.816024177,3.484740997,-3.622855993,0.117105332,0.548354494,-0.400310907,0.349663141,7.680313869
row,2216,8,0.146196222,-0.246397523,-0.603623784,-0.569630076,-0.153176537,0.332152724,-0.318034035,-0.179384168,-1.520561802,-1.097762386,2.397064432,1.394672249,0.141205999,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.001442894,1.020182772,-0.683273189,-0.295319593,0.351867955,-0.545576401,0.751073838,-0.41617241,-0.400310907,0.349663141,7.62073327
bother,300,8,0.146196222,1.731848643,1.627550902,-0.569630076,-0.102326661,0.953569731,-0.406370536,-0.621768025,-0.217544831,-0.111480839,-0.125490619,-0.342513153,0.141205999,0.111480839,-0.33569675,3.640224104,-2.072449608,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,1.854908592,-1.799692434,-0.816024177,2.96259549,-3.183244623,0.715853365,-0.062512546,-0.400310907,-1.679891908,7.608119288
worry,2873,8,0.146196222,-0.152195325,-0.497377371,0.387917751,-0.237926331,-0.013078946,-0.148289386,0.326197384,-0.651883821,-0.111480839,0.379020388,-0.342513153,0.855227543,0.111480839,-0.33569675,3.640224104,-2.665546707,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.660991252,0.543196592,0.11416913,0.746089574,1.396158969,-0.545576401,-0.129437976,0.38760001,-0.400310907,-3.202058195,7.605013476
poor,1922,7,0.003164206,0.13041127,0.003498579,1.345465578,-0.509125671,-0.772588621,0.162331774,0.852844834,-1.086222811,-1.097762386,1.135786907,1.394672249,-0.751320923,1.097762386,-0.33569675,3.640224104,-2.879983208,-0.239838513,4.56841685,-2.796308709,0,0,0,0,0,0,-0.619714763,3.357415067,-2.69282783,-0.295319593,2.96259549,-2.743633253,1.208939981,-0.834134069,-0.400310907,-3.202058195,7.603518867
pole,1912,13,0.8613563,-0.340599722,-0.995918235,-0.569630076,-0.220976372,1.091662399,-0.449672743,-0.958822393,-1.086222811,-1.097762386,1.135786907,1.394672249,-0.751320923,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,0.602819862,-0.962378001,-0.816024177,0.351867955,-0.985187772,-1.186052152,1.352126914,-0.400310907,0.349663141,7.596953891
ear,810,5,-0.282899825,-0.529004119,-0.603623784,-0.569630076,-0.509125671,-0.013078946,-0.39251383,-0.537504433,-1.520561802,-1.097762386,2.397064432,1.394672249,0.141205999,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.544236781,0.185456952,0.991355678,2.308203324,0.351867955,1.65248045,-1.080390735,-1.380699315,-0.400310907,0.349663141,7.595516825
senior,2286,5,-0.282899825,-0.43480192,-0.433629523,0.387917751,-0.492175712,-0.565449619,-0.067458601,0.494724568,-0.217544831,-0.111480839,-0.125490619,-0.342513153,0.141205999,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.9306567,-0.649268867,1.828670111,1.266794157,-0.692423059,1.65248045,-1.608697823,1.737937675,-0.400310907,0.349663141,7.576039399
suggest,2518,5,-0.282899825,-0.246397523,-0.093640999,0.387917751,-0.085376702,-0.358310616,-0.223346544,0.136604302,0.216794159,-0.111480839,-0.485855631,-0.342513153,-0.368809381,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.544236781,-0.371026925,1.363495424,1.266794157,-0.170277552,1.21286908,1.807688014,-1.380699315,-0.400310907,0.349663141,7.575251042
tall,2564,5,-0.282899825,-0.43480192,-0.433629523,0.387917751,-0.543025588,-0.772588621,-0.35671734,-0.347911352,-1.086222811,-1.097762386,1.135786907,1.394672249,-0.751320923,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.157816863,1.854908592,-0.404168378,1.266794157,2.96259549,-1.424799142,-0.869067899,1.062768843,-0.400310907,0.349663141,7.564113068
restore,2179,5,-0.282899825,0.318815667,0.926324572,0.387917751,-0.068426743,0.125013722,-0.460642635,-1.064151883,0.216794159,-0.111480839,-0.485855631,-0.342513153,-0.368809381,0.111480839,2.978879007,-0.274708362,1.684619664,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,0.185456952,-0.683273189,-0.816024177,-0.170277552,-0.545576401,-1.256493097,1.416428707,1.784027098,0.349663141,7.553017552
adopt,51,7,0.003164206,0.413017865,0.367771998,-0.569630076,-0.390475959,-0.013078946,-0.458333184,-1.043085985,-0.651883821,-0.111480839,0.379020388,-0.342513153,0.855227543,0.111480839,2.978879007,-0.274708362,0.986962619,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,-0.649268867,-0.125063567,-0.816024177,-0.692423059,-0.105965031,0.398869112,0.001789248,1.237942597,0.349663141,7.552518646
deserve,711,1,-0.855027887,-0.811610714,0.246347525,-0.569630076,-0.526075629,-0.772588621,-0.3232303,-0.200450066,0.216794159,-0.111480839,-0.485855631,-0.342513153,-0.368809381,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,3.862756293,0.185456952,2.665984545,2.308203324,-0.170277552,2.09209182,0.610191948,0.162543732,-0.400310907,0.349663141,7.544434891
normal,1712,5,-0.282899825,-0.529004119,-0.603623784,1.345465578,-0.475225753,-0.772588621,0.041085596,0.68431765,-0.217544831,-0.111480839,-0.125490619,-0.342513153,0.141205999,0.111480839,-0.33569675,-0.274708362,-0.063953456,1.035731455,-0.183761516,0.929969872,0,0,0,0,0,0,0.771396944,1.437545682,-0.404168378,1.266794157,1.396158969,-0.105965031,-0.657745064,-1.380699315,-0.400310907,0.349663141,7.526335384
adjustment,44,5,-0.282899825,-0.057993127,0.246347525,-0.569630076,-0.000626908,-0.151171614,-0.504002578,-1.696128823,1.519811129,0.874800709,-1.134512649,-0.921574955,-0.215804768,-0.874800709,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,2.317076619,-0.649268867,2.107774922,1.266794157,-0.692423059,1.65248045,-0.270319866,1.512881398,-0.400310907,0.349663141,7.524814624
constant,549,5,-0.282899825,0.13041127,0.586336049,0.387917751,-0.119276619,-0.703542287,-0.347479536,-0.305779556,0.651133149,-0.111480839,-0.756129389,-0.342513153,-0.751320923,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.544236781,0.185456952,0.991355678,2.308203324,0.351867955,1.65248045,-1.643918295,-0.062512546,-0.400310907,0.349663141,7.522032769
craft,615,6,-0.139867809,-0.057993127,-0.036976245,-0.569630076,0.42312206,0.60833806,-0.43235186,-0.811361107,-0.651883821,-1.097762386,0.379020388,1.394672249,-1.286837079,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.029010225,-0.649268867,1.177425553,1.787498741,-0.692423059,2.09209182,-0.340760811,-0.609077791,-0.400310907,0.349663141,7.517720968
arm,152,8,0.146196222,-0.057993127,-0.391130957,0.387917751,0.270572432,-0.151171614,-0.237780613,0.094472506,-1.520561802,-1.097762386,2.397064432,1.394672249,0.141205999,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,-0.649268867,-0.125063567,-0.816024177,-0.692423059,-0.105965031,0.398869112,1.159221533,-0.400310907,0.349663141,7.487436184
nature,1678,5,-0.282899825,-0.905812912,-1.283600832,-0.569630076,-0.441325836,-0.013078946,0.003557018,0.621119956,-0.217544831,-0.111480839,-0.125490619,-0.342513153,0.141205999,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,2.317076619,-0.649268867,2.107774922,1.266794157,-0.692423059,1.65248045,0.046664387,-1.380699315,1.784027098,0.349663141,7.48472878
daily,650,5,-0.282899825,-0.340599722,-0.263635261,-0.569630076,-0.543025588,-0.703542287,0.127690009,0.810713038,-0.651883821,-0.111480839,0.379020388,-0.342513153,0.855227543,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.771396944,0.602819862,0.154041244,1.266794157,0.874013462,0.333646339,-0.305540339,1.255674223,-0.400310907,0.349663141,7.475772678
entire,887,5,-0.282899825,-0.43480192,-0.433629523,-0.569630076,-0.509125671,-0.772588621,0.162331774,0.852844834,-0.217544831,0.874800709,-0.125490619,-0.921574955,1.926259854,-0.874800709,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,2.317076619,-0.649268867,2.107774922,1.266794157,-0.692423059,1.65248045,-0.129437976,-1.155643037,-0.400310907,0.349663141,7.43950917
gather,1124,11,0.575292269,0.695624461,-0.062732952,0.387917751,0.440072019,0.470245392,-0.447363292,-0.937756495,-0.217544831,-0.111480839,-0.125490619,-0.342513153,0.141205999,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,-0.649268867,-0.125063567,-0.816024177,-0.692423059,-0.105965031,0.680632893,0.130392835,-0.400310907,0.349663141,7.41476829
bridge,318,12,0.718324284,-0.340599722,-0.957778497,-0.569630076,0.01632305,1.644033071,-0.20775775,0.178736098,-0.217544831,-1.097762386,-0.125490619,1.394672249,-1.643847846,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,-0.649268867,-0.125063567,-0.816024177,-0.692423059,-0.105965031,-0.270319866,0.902014358,-0.400310907,0.349663141,7.404887903
strongly,2494,2,-0.711995872,-0.811610714,-0.603623784,0.387917751,-0.543025588,-0.841634955,-0.377502399,-0.453240841,0.651133149,-0.111480839,-0.756129389,-0.342513153,-0.751320923,0.111480839,2.978879007,-0.274708362,1.549932275,3.445141391,-0.183761516,2.849567926,0,0,0,0,0,0,-0.001442894,-0.649268867,0.433146055,-0.295319593,-0.692423059,0.333646339,1.490703761,-1.091341243,-0.400310907,0.349663141,7.400552608
reference,2108,11,0.575292269,0.884028857,0.091807287,-0.569630076,0.15192272,0.60833806,-0.230274897,0.115538404,1.085472139,0.874800709,-0.966342313,-0.921574955,0.141205999,-0.874800709,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,-0.649268867,-0.125063567,-0.816024177,-0.692423059,-0.105965031,1.385042344,-0.994888553,-0.400310907,0.349663141,7.382723298
odd,1744,6,-0.139867809,0.601422262,0.954656949,0.387917751,-0.543025588,-0.841634955,-0.395978007,-0.558570331,-1.520561802,-1.097762386,2.397064432,1.394672249,0.141205999,1.097762386,-0.33569675,3.640224104,-1.943669561,-0.239838513,1.796312807,-1.215463253,0,0,0,0,0,0,0.616828976,1.521018264,-0.571631265,1.266794157,1.396158969,-0.105965031,-1.714359241,-2.666735187,-0.400310907,-1.679891908,7.380944623
internal,1365,5,-0.282899825,-0.340599722,-0.263635261,0.387917751,-0.543025588,-0.841634955,-0.283969633,-0.05298878,0.651133149,0.874800709,-0.756129389,-0.921574955,0.587469465,-0.874800709,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,2.317076619,-0.649268867,2.107774922,1.266794157,-0.692423059,1.65248045,-0.375981284,0.355449113,-0.400310907,0.349663141,7.369969848
realize,2086,6,-0.139867809,0.695624461,1.096318834,-0.569630076,-0.220976372,-0.151171614,-0.15752719,0.305131486,0.216794159,-0.111480839,-0.485855631,-0.342513153,-0.368809381,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.771396944,-0.649268867,0.991355678,0.746089574,-0.692423059,1.21286908,-0.798626954,0.998467049,-0.400310907,0.349663141,7.36235068
brother,327,5,-0.282899825,-0.246397523,-0.093640999,0.387917751,-0.407425918,-0.42735695,0.196973539,0.89497663,0.216794159,-0.111480839,-0.485855631,-0.342513153,-0.368809381,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.001442894,-0.649268867,0.433146055,-0.295319593,-0.692423059,0.333646339,1.279380926,1.673635882,1.784027098,0.349663141,7.355461032
list,1501,7,0.003164206,-0.152195325,-0.360774839,-0.569630076,0.660421483,0.26310639,0.554938446,1.253096896,-1.086222811,-1.097762386,1.135786907,1.394672249,-0.751320923,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,-0.649268867,-0.125063567,-0.816024177,-0.692423059,-0.105965031,1.807688014,0.58050539,-0.400310907,0.349663141,7.332150081
variation,2755,11,0.575292269,0.13041127,-0.526353665,-0.569630076,-0.102326661,0.539291726,-0.47854088,-1.274810863,1.085472139,1.861082257,-0.966342313,-1.211105854,1.331241899,-1.861082257,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.51666945,1.576666649,-1.427552687,-0.295319593,0.874013462,-0.985187772,1.173719508,-0.801983172,-0.400310907,0.349663141,7.320099381
involvement,1384,5,-0.282899825,-0.057993127,0.246347525,2.303013406,-0.390475959,-0.220217948,-0.43235186,-0.811361107,1.954150119,0.874800709,-1.27210656,-0.921574955,-0.507904486,-0.874800709,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.544236781,0.185456952,0.991355678,0.746089574,-0.170277552,0.77325771,-0.763406482,0.355449113,-0.400310907,0.349663141,7.316792535
scene,2248,10,0.432260253,0.224613469,-0.348632392,-0.569630076,-0.102326661,0.746430728,-0.009144963,0.600054058,-0.651883821,-1.097762386,0.379020388,1.394672249,-1.286837079,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,1.437545682,-1.520587623,-0.816024177,1.396158969,-1.864410512,0.539751003,-0.22326703,-0.400310907,0.349663141,7.316325195
cycle,648,11,0.575292269,0.413017865,-0.294543308,-0.569630076,-0.153176537,0.194060056,-0.318034035,-0.179384168,-0.651883821,-0.111480839,0.379020388,-0.342513153,0.855227543,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,-0.649268867,-0.125063567,-0.816024177,-0.692423059,-0.105965031,0.856735256,0.516203597,-0.400310907,0.349663141,7.307177888
acquire,25,7,0.003164206,0.318815667,0.246347525,0.387917751,0.948570781,-0.496403284,-0.469880439,-1.169481373,0.216794159,0.874800709,-0.485855631,-0.921574955,1.161236779,-0.874800709,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.256170388,-0.649268867,0.619215931,0.22538499,-0.692423059,0.77325771,-0.516863174,-0.962737656,2.330111599,0.349663141,7.284751462
deny,698,7,0.003164206,-0.623206317,-0.967897203,1.345465578,-0.441325836,0.401199058,-0.421381968,-0.727097515,-1.086222811,-0.111480839,1.135786907,-0.342513153,1.926259854,0.111480839,-0.33569675,3.640224104,-2.072449608,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.387862812,1.854908592,-1.520587623,0.22538499,2.96259549,-2.304021882,1.138499036,-0.030361649,-0.400310907,-2.187280671,7.272218952
provide,2027,7,0.003164206,0.13041127,0.003498579,-0.569630076,2.084218017,0.26310639,0.26625707,0.979240222,0.216794159,-0.111480839,-0.485855631,-0.342513153,-0.368809381,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.001442894,-0.649268867,0.433146055,-0.295319593,-0.692423059,0.333646339,-0.869067899,1.062768843,-0.400310907,0.349663141,7.263862104
